locationId,location,parameter,value,date,unit,coordinates,country,city,isMobile,isAnalysis,entity,sensorType
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T04:15:00+00:00', 'local': '2024-07-27T10:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T03:15:00+00:00', 'local': '2024-07-27T09:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T02:15:00+00:00', 'local': '2024-07-27T08:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T01:15:00+00:00', 'local': '2024-07-27T07:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T00:15:00+00:00', 'local': '2024-07-27T06:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T23:15:00+00:00', 'local': '2024-07-27T05:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T22:15:00+00:00', 'local': '2024-07-27T04:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T21:15:00+00:00', 'local': '2024-07-27T03:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T20:15:00+00:00', 'local': '2024-07-27T02:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T19:15:00+00:00', 'local': '2024-07-27T01:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
